0,0
1,0
2,0
3,0
4,0
5,1
6,0
7,0
8,0
9,0
10,1
11,2
12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,2
22,1
23,1
24,0
25,0
26,0
27,0
28,1
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,1
38,0
39,0
40,1
41,2
42,0
43,0
44,0
45,0
46,1
47,1
48,0
49,2
50,0
51,1
52,0
53,0
54,0
55,0
56,0
57,2
58,1
59,1
60,0
61,1
62,1
63,1
64,0
65,1
66,1
67,0
68,2
69,1
70,1
71,2
72,1
73,2
74,0
75,1
76,0
77,1
78,1
79,2
80,1
81,0
82,0
83,2
84,0
85,1
86,1
87,0
88,1
89,0
90,2
91,2
92,1
93,2
94,1
95,2
96,2
97,1
98,2
99,1
100,1
101,1
102,0
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,0
112,2
113,2
114,1
115,2
116,0
117,1
118,1
119,1
120,2
121,2
122,1
123,2
124,1
125,1
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,0
134,1
135,0
136,1
137,1
138,0
139,1
140,2
141,1
142,2
143,1
144,1
145,1
146,1
147,2
148,2
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,2
170,1
171,1
172,1
173,1
174,2
175,1
176,1
177,1
178,1
179,2
180,1
181,0
182,1
183,1
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,2
192,1
193,1
194,1
195,1
196,1
197,0
198,2
199,1
200,0
201,1
202,1
203,2
204,1
205,1
206,0
207,1
208,2
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,0
218,0
