id,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0,-0.036509059369564056,0.004283176269382238,0.03564662113785744,-0.011843194253742695,-0.13238325715065002,-0.04064705967903137,0.14552588760852814,0.17234638333320618,-0.19215445220470428,0.09921403229236603,0.09348344057798386,0.03219561278820038,-0.17909391224384308,0.2801457941532135,0.02522043138742447,0.02644629031419754,0.05379241332411766,0.02448575757443905,-0.1405416876077652,0.327754408121109,0.3221670687198639,-0.09723903983831406,-0.004801077302545309,0.2442847192287445,-0.016657210886478424,-0.4103702902793884,-0.3373308479785919,0.1059977188706398,0.20735487341880798,-0.14346106350421906,-0.15036140382289886,-0.12497006356716156,-0.06644032895565033,-0.31794485449790955,-0.0012422316940501332,-0.209431454539299,0.12922070920467377,-0.061753373593091965,-0.12307736277580261,0.13802586495876312,0.19430212676525116,0.048891667276620865,0.16390500962734222,-0.004844298120588064,0.23696434497833252,-0.04425472021102905,-0.1132359504699707,-0.15816673636436462,0.06794904172420502,0.0638415664434433,0.08272054046392441,0.29856401681900024,0.3179808557033539,-0.26715347170829773,0.12774807214736938,-0.21631059050559998,-0.22147923707962036,-0.14292334020137787,0.1678236424922943,-0.12870584428310394,0.19845512509346008,0.10053738206624985,0.27497953176498413,-0.11583340913057327
1,-0.07336876541376114,0.03092348948121071,0.08017883449792862,0.09995304048061371,-0.1792520135641098,-0.14156217873096466,-0.01656069979071617,0.15404674410820007,-0.18441320955753326,0.04885845258831978,0.11289197206497192,0.13294920325279236,-0.15964750945568085,0.26943597197532654,0.03504842892289162,-0.024442797526717186,0.15832245349884033,-0.06464903801679611,-0.24494701623916626,0.33772191405296326,0.2767908573150635,-0.13484162092208862,0.010457370430231094,0.3127879202365875,0.09945698827505112,-0.38606804609298706,-0.2472827285528183,0.10642369091510773,0.17328158020973206,-0.08540836721658707,-0.10109688341617584,-0.09252997487783432,-0.20594599843025208,-0.09835738688707352,-0.010245299898087978,-0.24541622400283813,0.15849566459655762,-0.06083193048834801,-0.29297763109207153,-0.15847177803516388,0.11254990845918655,0.00838876236230135,-0.04123653843998909,0.12213093787431717,0.17913484573364258,0.15163882076740265,-0.19054162502288818,-0.08114402741193771,-0.19742050766944885,0.22528177499771118,0.2216918170452118,0.32756346464157104,0.17279231548309326,-0.16340354084968567,0.171652689576149,-0.22316934168338776,-0.1883351355791092,-0.14535292983055115,0.08460443466901779,-0.15726013481616974,0.2570984959602356,0.2003812938928604,-0.06946412473917007,0.06779512017965317
2,0.0433378629386425,0.01617363467812538,0.05073612555861473,-0.12935125827789307,0.011871956288814545,0.06206702068448067,0.2755798399448395,0.19899846613407135,-0.18341241776943207,0.09188199788331985,0.06262244284152985,-0.03851499408483505,-0.19253665208816528,0.29208317399024963,-0.021906031295657158,0.04828717187047005,-0.13927413523197174,0.15978795289993286,-0.05561184883117676,0.25572192668914795,0.3096603751182556,0.09435820579528809,-0.09200136363506317,0.17145806550979614,-0.21507291495800018,-0.35286852717399597,-0.3029015362262726,0.144178107380867,0.1996760219335556,-0.16125456988811493,-0.09252125024795532,-0.16669614613056183,-0.0010930331191048026,-0.28691601753234863,-0.32347410917282104,-0.022229252383112907,-0.001068170415237546,-0.24534964561462402,-0.15970541536808014,0.20462800562381744,-0.10285099595785141,0.2197755128145218,-0.01687094010412693,0.10094119608402252,-0.15801328420639038,0.06899425387382507,-0.1467897742986679,-0.19480188190937042,0.30617281794548035,-0.04191989451646805,-0.03634852170944214,-0.03841478377580643,0.15210074186325073,-0.13692961633205414,0.014938493259251118,-0.1808609962463379,-0.14357087016105652,-0.13573861122131348,0.25731369853019714,-0.0564630925655365,0.018305152654647827,0.21449530124664307,0.289276659488678,-0.27001580595970154
3,-0.006780278868973255,0.014104136265814304,0.05645111948251724,-0.0356636643409729,-0.11755629628896713,-0.05088723450899124,0.12903152406215668,0.16675341129302979,-0.17307089269161224,0.11950241774320602,0.09268364310264587,0.06298980861902237,-0.1579093039035797,0.2924197018146515,0.022087430581450462,0.05840035900473595,0.07488904893398285,0.022824304178357124,-0.1516016125679016,0.315171480178833,0.33235257863998413,-0.12154974788427353,-0.007282683160156012,0.2394976019859314,-0.0227595753967762,-0.4002975523471832,-0.34532737731933594,0.10420848429203033,0.19997763633728027,-0.12523013353347778,-0.15500864386558533,-0.1529594212770462,-0.20673878490924835,-0.16909027099609375,-0.25049543380737305,-0.16396492719650269,0.08507001399993896,-0.22583657503128052,-0.3471086025238037,-0.05815960466861725,-0.07573738694190979,0.16752304136753082,-0.11312872171401978,0.18675333261489868,-0.08418788015842438,0.20832273364067078,-0.287323534488678,-0.13263417780399323,0.03996759653091431,0.10062108188867569,0.11615829914808273,0.14891080558300018,0.09787608683109283,-0.09346549957990646,0.1482129991054535,-0.21544766426086426,-0.20277878642082214,-0.17154285311698914,0.16881683468818665,-0.13006563484668732,0.1863502562046051,0.30765119194984436,0.025593038648366928,-0.08366303890943527
4,0.035630833357572556,0.018251532688736916,0.04550696536898613,-0.11496657133102417,-0.021875884383916855,0.07146433740854263,0.2980724573135376,0.2379414290189743,-0.18938283622264862,0.049538757652044296,0.06562922149896622,-0.07329047471284866,-0.18777547776699066,0.27930429577827454,-0.010558443143963814,0.0083938492462039,-0.1933969259262085,0.1783662587404251,-0.03483309596776962,0.23215611279010773,0.291444331407547,0.14072220027446747,-0.11959140747785568,0.15788915753364563,-0.20486928522586823,-0.34178850054740906,-0.2904662489891052,0.14225047826766968,0.1930186152458191,-0.17832064628601074,-0.09598404914140701,-0.1356295943260193,0.06569027155637741,-0.353851318359375,-0.18446984887123108,0.0007157032378017902,-0.029013803228735924,-0.19923023879528046,-0.04099486023187637,0.2416670322418213,-0.019108081236481667,0.1782599538564682,0.07958760112524033,0.014219682663679123,-0.07513410598039627,-0.03740440309047699,-0.0773429274559021,-0.1942233443260193,0.36281639337539673,-0.08912506699562073,-0.09658870100975037,-0.010483034886419773,0.20439329743385315,-0.17662876844406128,-0.03142048791050911,-0.16434848308563232,-0.15934374928474426,-0.09395727515220642,0.25150278210639954,-0.05093207210302353,-0.018289906904101372,0.10944324731826782,0.3609617352485657,-0.3129439651966095
5,0.028357189148664474,0.02710418961942196,0.06018345057964325,-0.09266407787799835,-0.031832896173000336,0.06355885416269302,0.2727545499801636,0.21977782249450684,-0.19832691550254822,0.05327162519097328,0.047827109694480896,-0.061922818422317505,-0.18308712542057037,0.29076606035232544,-0.017273472622036934,0.01991043984889984,-0.16955728828907013,0.1698203682899475,-0.05652397871017456,0.22649317979812622,0.31325554847717285,0.10747560858726501,-0.10601859539747238,0.16998471319675446,-0.16923929750919342,-0.3744833469390869,-0.31179025769233704,0.1456875503063202,0.18099088966846466,-0.17420680820941925,-0.09493625164031982,-0.15087957680225372,0.0910724326968193,-0.3572644591331482,-0.12711113691329956,0.007530673872679472,-0.06450562924146652,-0.17207792401313782,0.01062973402440548,0.24958284199237823,0.03088034875690937,0.14181257784366608,0.12226023524999619,-0.03564360737800598,-0.02569703385233879,-0.08084671944379807,-0.06456657499074936,-0.17466503381729126,0.36981403827667236,-0.1106019839644432,-0.12458787113428116,0.030561426654458046,0.227802574634552,-0.15861289203166962,-0.03511812537908554,-0.14159247279167175,-0.16545967757701874,-0.07219617068767548,0.24573299288749695,-0.034351836889982224,-0.01853761449456215,0.08569145947694778,0.3855082392692566,-0.31321969628334045
6,-0.06542441993951797,0.01807083562016487,-0.03928477317094803,0.14735093712806702,-0.11623920500278473,-0.19376593828201294,-0.3355374336242676,-0.18413522839546204,0.12181130796670914,0.042236730456352234,0.02604241855442524,0.1772078573703766,0.08883263915777206,-0.10051770508289337,0.05368565768003464,0.05867385491728783,0.4371594488620758,-0.2598799765110016,-0.17267215251922607,0.06642209738492966,-0.09708164632320404,-0.40591490268707275,0.18807226419448853,0.06602396816015244,0.3021940290927887,0.06406208872795105,0.02866925299167633,-0.07673654705286026,-0.046525873243808746,0.12055574357509613,-0.032237157225608826,0.047262679785490036,-0.19886527955532074,0.2567974627017975,0.03743191808462143,-0.1362869292497635,0.09622569382190704,0.04829654097557068,-0.21960759162902832,-0.3184436857700348,-0.04701872169971466,-0.024185918271541595,-0.16886234283447266,0.1280190497636795,0.06542549282312393,0.18853223323822021,-0.1311901956796646,0.07361757755279541,-0.3629491329193115,0.19990740716457367,0.21781069040298462,0.1609753519296646,-0.11182928085327148,0.07248760014772415,0.11354385316371918,0.006884430069476366,0.00983008649200201,-0.05604874715209007,-0.11545906960964203,-0.0779709741473198,0.1764354705810547,0.11152778565883636,-0.3691945970058441,0.2732083201408386
7,0.0607297383248806,0.03757703676819801,0.053541149944067,-0.11905813962221146,-0.0016027020756155252,0.06611025333404541,0.27757319808006287,0.19406552612781525,-0.17378048598766327,0.1005643978714943,0.05455606058239937,-0.030125856399536133,-0.18341635167598724,0.29125747084617615,-0.020883815363049507,0.04802476614713669,-0.13319258391857147,0.1568310558795929,-0.04723041504621506,0.24652071297168732,0.32165753841400146,0.07742363959550858,-0.08337448537349701,0.16409866511821747,-0.21176156401634216,-0.3638207018375397,-0.3245079219341278,0.1467059850692749,0.18428419530391693,-0.16274712979793549,-0.08494040369987488,-0.15821856260299683,-0.045515503734350204,-0.2961627244949341,-0.30482566356658936,-0.07943709194660187,0.01978849619626999,-0.2527789771556854,-0.1929774135351181,0.17418688535690308,-0.0592036135494709,0.20873841643333435,-0.004129557404667139,0.09868238121271133,-0.12960021197795868,0.07815675437450409,-0.15907080471515656,-0.20038367807865143,0.266409695148468,-0.023840738460421562,-0.030662568286061287,0.012418612837791443,0.14905062317848206,-0.14569340646266937,0.05639893561601639,-0.20644612610340118,-0.18788683414459229,-0.16159042716026306,0.2321765422821045,-0.08358059823513031,0.05697476863861084,0.22531098127365112,0.2852303981781006,-0.2750927805900574
8,0.03146291896700859,0.01615588553249836,-0.003389407880604267,-0.1169828549027443,-0.06953350454568863,0.052824415266513824,0.2864421606063843,0.2092823088169098,-0.19010038673877716,0.060368843376636505,0.09192675352096558,-0.0590779073536396,-0.18180444836616516,0.26398712396621704,-0.0008842668612487614,0.00774371949955821,-0.10794726014137268,0.14668415486812592,-0.06260289996862411,0.32040953636169434,0.2941341698169708,0.018774298951029778,-0.06901857256889343,0.16807468235492706,-0.14377056062221527,-0.3771060109138489,-0.34133708477020264,0.12940716743469238,0.1759503036737442,-0.16509807109832764,-0.1342901587486267,-0.11241423338651657,0.027327874675393105,-0.3153965473175049,-0.19867946207523346,0.044938016682863235,-0.06988564133644104,-0.20515353977680206,-0.048363570123910904,0.21519114077091217,-0.0845857560634613,0.2353920191526413,0.06884588301181793,0.033789727836847305,-0.1615932732820511,-0.012258204631507397,-0.09732465445995331,-0.17437243461608887,0.4045451581478119,-0.11726478487253189,-0.15002024173736572,-0.06133498251438141,0.16457898914813995,-0.10131654143333435,-0.031867969781160355,-0.10173041373491287,-0.12748847901821136,-0.0768490806221962,0.2440101057291031,-0.049414072185754776,-0.061705369502305984,0.11298130452632904,0.32020002603530884,-0.34099698066711426
9,0.02131776511669159,0.0677977204322815,0.09798798710107803,-0.012040475383400917,-0.07363223284482956,-0.00451075891032815,0.14607690274715424,0.19900821149349213,-0.21967275440692902,0.09992808848619461,0.016808880493044853,0.0168295968323946,-0.17592307925224304,0.3250725269317627,-0.023582518100738525,0.11949848383665085,-0.043542563915252686,0.09090114384889603,-0.09974008053541183,0.22123241424560547,0.35310858488082886,0.04816252365708351,-0.07451260089874268,0.19305048882961273,-0.11125916987657547,-0.4173327684402466,-0.3210684359073639,0.14024458825588226,0.1609714925289154,-0.1731974184513092,-0.09941855072975159,-0.18680819869041443,-0.07267215847969055,-0.32968416810035706,-0.04496031999588013,-0.13945379853248596,0.01112348586320877,-0.15398724377155304,-0.16305524110794067,0.10918138921260834,0.1302717626094818,0.1352979689836502,0.07909516990184784,0.036210156977176666,0.1575535237789154,-0.010983661748468876,-0.18525943160057068,-0.14435432851314545,0.17709092795848846,0.036416977643966675,0.006250111851841211,0.2700527310371399,0.3228137791156769,-0.18299609422683716,0.09342751652002335,-0.22790707647800446,-0.2804960310459137,-0.13122865557670593,0.2377864122390747,-0.10099060088396072,0.1567157506942749,0.18416357040405273,0.2657540738582611,-0.20924429595470428
